cycle_activity.stalls_l1d_miss
165947
152618
159496
159077
159571
160539
163278
160408
164205
163155
159622
159106
155235
155264
158003
162607
164184
156435
152690
152043
160070
153780
158171
152522
162981
153918
165907
154661
154047
161684
158789
153726
158290
159939
156849
162662
154155
154665
155278
156796
165075
163065
165504
151596
157185
151340
156521
165033
155241
165595
151535
157921
157809
152416
156014
162985
155002
152984
151383
161963
154515
153160
161042
152237
156288
163444
159745
163526
161815
150550
161591
153150
161581
155891
159305
155546
165364
164377
151144
159178
164731
159507
158739
150992
154775
154553
152358
150461
164806
165302
165415
151428
153259
160361
160375
164778
163453
161158
158073
163686
158861
161691
162259
150383
152050
161413
152552
165319
151042
155701
152480
159455
162894
164811
153337
159642
159526
157403
155674
153081
166092
162910
161188
161292
164161
163838
160511
164751
154655
153910
154387
160719
156757
150584
155506
151344
153741
158959
151034
151451
163910
159363
159093
153031
160647
160283
160133
153895
164988
155418
158451
152842
159651
154113
156021
153692
154197
162456
162708
161464
159988
150845
162215
157073
152593
158360
154335
153416
163628
151043
156792
159910
157997
158748
150541
160260
164657
158408
152344
158020
153195
165407
163989
151250
155569
161409
163623
150715
155879
158707
165021
163555
164334
155706
157005
162655
163765
158820
154186
153924
163059
151644
152880
157239
165328
163489
153828
161726
152147
151761
159850
165383
157622
153698
153354
152063
155876
163336
151272
150333
153302
158869
152937
164403
152758
155556
159765
160090
160776
154517
156739
150774
153232
163239
158998
158888
159567
157674
158968
161547
153094
162829
158654
165105
162371
151238
152973
154340
159473
158543
151709
153366
155856
165505
161497
155200
162139
155058
152417
157985
152347
163622
157141
162696
162160
164884
165852
160143
165473
162836
156523
163788
162297
155003
164255
152150
161202
164939
155011
160844
156057
156703
160764
152653
158102
161189
160800
155356
161184
163173
162919
154480
164225
165666
159993
161479
163951
156466
165962
165790
156365
163834
154623
154458
154736
161850
164375
160923
161541
165056
163364
164054
159010
160496
160623
158202
158347
163634
161579
154207
160516
153499
163166
152089
161514
159655
155632
153365
163733
157295
163544
155943
154222
161766
159159
153977
161142
159169
164457
162145
160467
160124
160670
159739
162195
158759
151962
156424
164446
152826
156136
153472
158083
150756
150877
162907
160512
152361
151219
152439
152417
161647
154477
157359
154237
158290
161425
164916
157968
150942
153991
151157
152040
158338
165577
153878
155473
153454
150682
151194
159129
155453
161940
162342
162394
162223
159631
159045
159803
154221
152990
157609
156765
153964
156797
150696
157311
163134
154794
153576
163760
159119
153369
151231
155239
163010
159841
163697
150571
155077
152744
152124
164070
153455
160053
154296
155716
155795
151483
153093
158527
162061
159879
160403
163273
152563
163691
159659
157748
161581
159389
154643
151663
162661
154684
162175
153010
160714
158179
150436
154080
165007
160088
160192
164441
158387
164283
158602
165943
164098
165994
161582
152667
153254
150749
156640
161486
161708
161745
162846
150938
157740
153219
152171
155561
153728
156648
160321
160653
160906
154498
160937
165006
152722
150659
155580
155464
152866
150357
157135
161925
150587
161299
150705
154154
154579
157933
162364
155415
162389
159824
157557
161502
155591
164717
155013
154070
159799
153798
160175
158950
153495
162866
151438
153146
162002
155497
159271
152185
163771
159432
164675
151689
165529
155658
155346
155560
159329
153726
158721
164871
164280
161718
156114
156880
153834
150761
162023
161443
156276
162707
156316
159399
158260
158093
154302
156310
161436
159240
156817
165867
154482
150720
158473
159676
151920
160140
159232
156784
159122
164203
164974
159149
150509
155482
164889
164437
156080
153414
160361
155377
151236
165289
152462
161747
160442
156531
152259
156682
153405
152981
162932
156046
160039
155499
156227
153113
153247
157505
165088
157517
158200
152151
157604
154425
159448
157418
158755
163448
163750
154455
156562
163548
150939
152172
151918
157701
161674
158381
156000
153659
163920
153489
150835
159186
152321
156085
156556
164530
158680
155127
157177
163723
163706
155518
159291
154294
152203
160348
162294
158836
159007
152235
153398
155878
157855
152961
157529
157771
160124
162077
159820
160863
152186
161039
160953
150894
160186
150480
161033
158413
159000
161864
150431
161394
151525
154469
164565
157024
153159
161377
163173
154482
156719
156544
163366
150948
152398
161948
156385
155864
158265
165583
161273
164545
152703
162129
151143
158794
158444
158947
150882
155742
154348
153095
155590
165002
162008
157903
154633
152920
158954
154798
153421
160900
162232
154845
151892
160698
154384
157566
156611
152581
160397
154583
163552
157237
159113
163721
152864
153093
158958
150957
164415
165432
162552
156787
153112
155193
164085
166085
165746
154241
158432
151866
154793
152349
157289
159488
163193
155195
159775
164265
157678
163925
161465
156132
158023
152301
153733
158857
158312
151185
163698
163950
151192
150686
157122
152426
161405
163810
150798
150713
153132
163756
150439
157831
155455
160180
157539
157184
161131
156259
151608
157593
153586
152902
153569
158348
156221
150977
154842
164926
159180
150823
157779
166095
162058
164151
151271
165529
153101
157852
161235
164426
159871
153209
153880
158825
151745
151103
155806
153371
158025
155289
151608
152130
150728
152259
160098
154400
156977
161609
153325
152869
157152
162581
155089
164853
160741
164960
162579
153778
153874
153844
153721
162855
151184
155928
156269
