uops_executed.stalls
583665
555454
563517
545777
551908
591217
535878
539525
538060
546923
539149
576181
585393
554593
580908
536833
546080
572483
574001
537395
544550
556884
585098
552082
551841
546227
562241
567376
584112
571095
557016
550156
547908
541724
549189
559798
543180
570215
554546
541120
578175
545529
558475
546783
545834
579110
575361
543312
553988
549678
570969
562177
561650
541859
554523
551367
584317
565497
556742
536140
542464
574803
551389
558258
563670
549087
569899
569850
565716
543598
573784
572750
574876
548460
560889
560056
590512
537339
565041
553067
557896
579058
554086
587674
570313
537212
550676
539866
565600
539347
547599
569517
542564
559241
554302
556587
564316
559786
535548
546631
544008
535908
537253
580120
569904
545203
555752
550864
551952
543218
553299
549449
547838
542875
579092
544087
572891
551673
577889
557328
570334
553398
553641
566722
537791
567903
589943
541192
583773
544523
561402
544823
558308
576033
553833
582824
586348
578438
566075
570344
551453
551032
586820
547009
568971
556875
547750
544144
545580
577028
568786
584910
588485
555358
562331
589728
573608
540629
563387
550149
559059
536984
555222
563254
536521
582643
574368
579130
544350
581012
567313
570959
540030
577202
536882
589945
568539
565327
579868
542488
575819
559277
573637
559134
565019
591828
587990
556646
555443
570814
581096
536366
569660
567567
544908
537626
590785
561838
555272
574325
561851
557217
589373
565782
578252
571240
575224
549511
578616
584558
538055
575815
541995
560455
582177
536395
589199
585331
536174
554457
541056
560803
542754
541521
539368
571446
537260
539454
574691
587720
557868
538679
568348
538832
552666
553916
585872
536689
573828
579685
536481
566712
557658
555541
554918
591837
556537
544635
569335
553598
573339
552421
560320
550502
551030
539974
564599
538697
545313
549340
540958
563655
572366
542574
549894
543741
589091
579975
541637
577563
557974
540243
585792
566413
554867
582604
576533
561089
591390
584473
545075
540579
544773
587853
548668
545530
588012
562702
573245
562299
562094
575521
540522
585279
554213
552428
558735
564157
547886
580077
552844
544464
564328
553438
557810
561603
538728
587843
536317
539367
550341
574044
546363
548390
541428
552995
562934
549384
563967
555590
564318
573119
553596
555251
571831
553498
545238
580699
546591
552364
589997
580792
570867
558124
560765
548595
549202
587008
560936
558541
573615
546113
578414
551401
547896
556681
576248
559897
544041
537283
555276
557000
543134
573922
590666
562707
537530
579460
578140
587417
567728
584442
555641
569444
563859
573454
536548
551637
582011
570028
581410
574377
583470
591371
585295
566714
579743
542540
540800
541461
536627
555108
537641
540177
548399
576955
554568
543844
570894
574499
577726
579391
575096
542206
552677
590059
566154
548101
537751
548766
581905
537141
553538
544450
552915
535705
537049
580087
566420
541855
538984
538224
572516
558423
542138
576680
546462
565130
566003
543779
563229
569487
571037
552934
536491
563385
584398
557769
573892
544009
581047
556674
555904
537788
543672
544019
584983
588882
566481
559263
575907
540152
548128
551533
550151
539502
583076
546521
553374
549524
539543
542758
546008
546466
573185
552973
550174
550606
539912
554366
550751
562051
549816
557017
538457
552485
537422
572552
563662
552920
571345
563741
561907
570996
556291
546124
553450
563726
561308
553381
558464
539578
558165
556384
591254
535667
588334
549820
589980
567606
567357
537492
542479
558615
548733
587071
547235
553887
566523
537666
591700
548615
556413
555263
558222
570046
558584
562932
547285
565391
542535
564540
575362
583269
575233
583030
547933
580133
553474
569856
546497
570013
578026
550323
538419
542052
549718
555781
540658
550068
536186
570991
544973
561019
574547
559693
551983
538324
569447
567478
552595
563520
570711
552859
537927
549517
579179
557327
551578
540329
565313
550894
557207
550330
560452
553649
575066
550354
543726
537551
548326
554118
539829
586659
549173
545478
557003
549251
580288
572595
573301
537784
576175
567911
584446
568605
548463
585390
541369
546539
565896
587920
584868
590902
589086
555106
568704
562030
558997
590696
588785
542916
558937
563234
557503
587582
578239
545760
560281
589921
553394
559333
577137
559184
538295
543841
585041
567658
562321
560878
580667
566692
555537
587752
535986
566783
589049
586223
566691
542882
564781
539017
591517
536802
539930
564191
558605
537500
537107
545086
552313
564562
564338
582177
550803
551934
570694
562777
564101
539754
543527
537451
542050
569601
550503
540887
536048
539127
546259
579163
563781
542208
561740
539035
567192
572181
539782
581027
562574
579005
556996
547949
575520
574840
555400
545900
541965
565321
577394
550631
556144
583822
555917
586108
551204
553330
547359
585947
546911
535795
552266
552619
536412
565218
551199
539626
575494
539867
543222
574034
570189
563187
548118
576533
566845
536782
561898
579188
546862
572572
586493
547183
543693
554616
565669
545009
556748
560107
543129
536051
572939
589393
586271
544821
544091
581966
548373
547039
573346
536009
559546
589586
547035
536332
571363
566486
585577
557138
548048
546705
579551
546180
563696
550516
590641
561578
552037
540091
553393
546694
573320
565294
549405
568027
554538
541810
564436
543565
564829
546828
539971
545906
535873
552372
558740
547129
541958
561885
536982
552311
567445
548286
573612
566628
545095
537308
559209
537213
582924
568990
540749
558845
544450
565825
568639
585963
542533
552930
562594
584042
553001
552159
553993
586272
571926
576079
564686
543721
542283
567704
558417
568767
555379
567698
570051
581745
562796
569937
562756
556536
572969
568759
562418
589631
554047
542466
570032
549025
578899
545893
564777
560359
584864
548506
546612
570090
580741
570315
563842
579480
548055
550956
541658
558416
551299
553927
560682
547403
574061
570243
544380
548866
537172
543284
557212
569524
583303
562659
558793
536950
571139
547420
580879
578730
575819
572586
555763
555301
565975
589254
569401
584789
584114
579996
561636
558333
543955
591557
541479
546435
547655
588417
573910
559682
577037
561534
562176
554305
590943
570251
570931
562394
580612
582709
569307
549426
575161
545272
575675
548694
547442
538354
546613
584157
568532
537004
559490
553733
552766
557903
548533
558451
567704
564549
552846
556637
558841
583877
552724
580750
554576
540021
544894
537446
553743
556521
561316
537225
543007
537229
551549
556694
590144
562605
540065
554882
562674
559021
575165
561921
567306
588332
550365
544117
579903
539202
580389
539350
586650
542882
542738
573739
560367
553721
582678
548618
550226
561187
537059
560158
538164
583382
557132
565419
579449
567938
566631
562937
555042
539493
553564
552640
570468
537850
554947
569968
581523
554429
554115
541293
559747
553926
564939
570421
544234
545998
573490
556137
540819
559778
548163
560367
567751
577123
570299
556617
577542
573731
588643
547552
541416
555808
565525
564004
560405
589401
546778
550252
575461
559763
548175
578595
542636
537496
579829
551856
574513
553032
550695
578862
550567
557096
569888
546523
586156
553613
578104
538077
562019
582676
536014
544935
582498
565993
572159
554162
535956
536565
558762
576595
573204
538386
538339
544750
555771
581012
574468
563262
565973
552447
566752
536345
574837
545178
563270
581897
568385
547146
549861
579607
583520
539871
558558
538905
582764
581583
551123
552612
579121
557852
545434
568676
572405
536284
546601
584917
538695
552026
548365
560922
550773
541995
560205
542668
587796
560802
541946
