uops_retired.cycles
233188
240842
224735
241509
244542
229224
224427
224428
233891
230373
232504
231199
225066
235713
222570
228095
235818
230763
228205
231105
228931
230793
232040
234326
231569
238686
224714
227858
231767
235116
229779
233005
232131
228120
225056
230840
242175
229319
224945
223760
236993
231751
228207
230635
234115
232575
226071
230374
238737
222912
231746
235487
229612
223639
230756
239014
232457
223528
239750
233629
225164
230357
236089
234932
223807
229081
233951
231770
242001
232375
231433
224099
227232
233777
235534
229682
231997
229952
231170
224586
224678
231974
231301
229445
232145
237969
228368
234448
223392
224249
237134
241820
228866
233645
237765
225851
224865
228733
228721
236467
229610
236389
236684
227132
234285
237848
236584
227348
231993
231514
235901
230663
234859
230052
238276
230639
226811
228116
229145
230843
244604
233271
233587
230526
230307
224430
231451
233830
229548
235379
238877
230216
225194
227807
234483
229428
228653
238979
222660
232519
230978
237607
230935
225784
237267
241932
232361
226175
235284
223186
228290
229525
234122
236619
239237
223090
226583
232799
222670
229030
233706
237713
223199
226470
234797
232295
228758
233854
229878
230528
222369
227779
229624
236435
230154
227315
230248
224125
242550
233830
223302
229169
233295
230643
231092
234278
227769
245290
223577
230534
232050
226821
231738
236970
231988
223599
226102
234658
239574
233302
226641
230670
236128
223846
232909
234473
236217
223169
226175
232333
228940
228469
234112
229807
232274
235805
226412
245637
227055
237317
232483
226129
227502
236971
224942
238820
232795
236310
226031
224706
234622
235401
230565
232586
233889
225309
224280
223768
233752
226993
228409
230740
229760
230750
229249
232864
225262
224346
240474
233126
226303
228764
227599
226959
236750
233390
239597
227468
228621
240069
225038
227571
236983
234610
224076
222933
230709
230777
229556
229316
235861
227331
226820
229699
245277
229762
226570
228296
225903
228295
239945
229560
224178
232601
230391
229918
227733
227023
242736
236049
240041
226820
226817
233512
236664
231397
242647
229162
225323
224218
237760
226021
229812
234015
230721
226752
227393
234799
226387
236820
244266
234765
226113
224475
229699
229769
229163
242780
228428
230779
222689
227553
241958
228440
225123
236760
231314
237946
233119
230347
231630
236893
233007
225144
229298
233601
236319
227024
229450
238837
226401
224820
231122
229300
228657
230994
234966
232202
222829
241174
230768
229408
235374
231363
229826
228364
231766
224518
236794
233403
224892
228924
230773
226514
225036
231766
236521
228919
228708
234575
222883
228456
235654
243305
223031
224208
231491
228256
238758
234132
233257
227605
234747
226127
239988
234844
234835
229292
226506
228212
230588
230718
226797
229607
236965
223158
226664
224753
233630
231099
226806
231180
231480
228064
239100
233140
235209
232561
230044
235578
231887
237605
233651
223393
225625
240856
231325
232162
236492
224282
228731
225778
224545
225945
235471
228439
223565
236242
229274
230337
232718
243219
226044
228526
229436
234476
229630
230560
240444
233738
230126
224575
225619
235318
234015
232036
232120
233360
236856
224308
226030
234086
226850
227388
231511
222964
245717
242609
230097
224259
227324
235418
231426
231810
228962
239690
226643
224112
232967
226882
238959
245034
228976
225243
229985
239158
227310
230824
241569
231175
226913
226462
233226
232101
233188
231992
228701
239119
225263
227136
232020
243270
232143
229111
234185
233762
225686
225131
233728
239509
228527
228850
232834
238095
242523
234100
232122
235321
237931
228635
226936
240463
231826
227648
226370
233794
230695
232101
236950
231303
223498
225942
240802
232277
231510
237667
240798
226525
227166
232989
239521
234842
230932
227164
229636
238974
229167
231881
236805
230089
228176
225588
233442
232091
233380
235494
231748
238369
223853
227166
233644
241310
228468
227155
232785
225636
224650
240360
239942
228741
238433
226179
241953
232368
232791
232913
225642
233539
229335
244966
232501
226572
237678
237421
226104
226562
231157
231534
242480
234424
226145
223737
239777
226330
230719
235463
230703
227814
232385
235669
237029
231040
226115
226688
225024
239433
237968
222649
229007
231837
232638
232181
235990
231247
226292
227589
223984
231283
227018
224305
223849
227072
237398
228033
238324
235072
228389
232863
226098
232074
240008
235890
223751
226148
235302
228173
232017
231415
233648
227386
225936
223941
229321
230300
240071
231802
226555
236284
225877
225685
227727
239530
235430
223933
233287
231129
222863
234639
230480
233178
230975
237868
242169
227562
229708
242925
229595
225831
230167
232893
226225
230277
225339
236353
223791
229317
234472
231798
225514
231475
227797
227206
238840
234968
239958
226491
228610
230056
230631
226613
232663
232586
230260
224193
223866
232251
233845
230003
229994
232857
228921
238059
233152
223452
235366
230497
226808
228401
234202
224479
227699
234646
233257
222930
226316
239471
228349
235003
225031
232209
236368
226018
226976
225825
229235
238701
237862
229585
229109
230406
225018
224492
242512
230796
227735
227219
233247
232427
225124
228972
225367
229799
232811
233468
222948
228121
222507
223864
235933
233605
222354
226891
236799
241334
230849
226849
230111
230877
242088
227398
234802
229070
229037
232679
222406
229731
228066
232433
229117
228307
227954
222997
227467
238846
235601
223673
243554
226992
222500
230496
242326
227632
222889
229369
228996
243612
229676
236203
226406
226891
232697
223103
242333
236494
233867
222971
222567
232225
235787
228431
227735
232331
226896
223439
232402
233572
226174
227711
228635
228369
227579
225059
235230
222968
222356
236648
233534
233552
244100
232203
228509
222410
223114
242192
234598
240419
223745
237361
227963
225143
225613
235699
225669
224311
228071
236746
231986
229482
233733
227733
224501
224473
223714
233156
234744
224701
229693
230005
222852
227838
237081
231620
244991
231079
228109
230071
226319
231140
229501
228492
224259
231172
237633
235858
223986
229059
231247
223446
237494
233692
225301
222666
228534
233549
227611
236585
228164
222379
230890
237740
228831
224676
231954
236981
222700
225765
241762
223418
232434
231708
222376
225494
229317
226125
239886
227242
228926
240782
235486
228497
232041
226025
229087
223807
226045
232052
234792
222508
228337
229071
229013
224965
226449
223239
242582
226397
232413
229038
227269
235859
230640
225225
227321
225873
224086
226214
228275
228499
234537
231792
229507
228040
229414
230479
226982
238346
226527
226139
234301
236687
224165
233521
225757
226533
231343
234398
228605
228066
227203
226169
235760
234499
228455
229501
230249
230175
231728
233227
239982
231491
222637
224468
237039
231601
232697
233458
236881
226127
226168
227062
231088
236186
239986
232536
223732
223084
235939
225877
229799
230407
229596
227289
223878
232395
242755
231260
224408
235149
226345
223889
239365
229528
227506
235537
228423
228276
237317
230891
230444
230594
233187
226456
240508
232567
227567
229901
228760
228653
235557
228870
222539
234769
242823
223809
226645
230632
222367
231291
227879
230547
222420
233880
240381
225474
223411
228714
237586
235517
239195
225460
235727
226007
236143
232320
230284
240919
224105
222876
226602
236254
224632
228092
236164
232102
223695
229731
237013
230704
231776
234560
229586
237759
224238
227614
240207
222776
238461
222450
229165
224846
224315
237513
227740
231582
223260
223959
227982
222476
227480
242497
223001
223433
225234
224017
223785
234678
243688
222758
231260
229005
226857
232310
228411
233627
222366
225021
229450
237741
230647
228908
227763
234971
231326
228062
223901
230629
232943
228499
228307
235826
230759
222648
232252
228326
229671
224671
234646
230703
229474
232805
233454
224721
223274
234067
229124
223637
224183
232125
230047
228659
226866
231074
236901
232261
229491
234539
231975
235409
239564
230799
224039
223347
227009
231506
228811
229587
241284
230955
232475
241442
224195
226017
226393
228364
224032
230920
231412
224266
223024
231806
227887
228551
236304
237314
234349
222906
222899
222785
224372
239522
228069
228051
227523
235287
223396
223277
227506
236334
223382
223384
233303
233463
229190
230830
230072
230263
229006
231359
228153
224118
234959
237595
227748
225646
233735
230690
228022
234810
227067
225678
224194
227031
235148
227811
229970
225812
227211
223121
237127
226080
223172
232259
225452
233009
241927
226282
224408
229175
239873
225018
236480
233360
228656
226907
236026
227341
224238
222451
229683
232609
225726
227529
225606
227182
237753
233662
224736
235778
238025
230206
225450
227003
223583
237679
234546
225560
228188
230880
229977
235081
232855
235233
229454
234431
224562
235380
234930
232528
228936
223374
232022
229426
226354
226227
224411
224867
239776
227251
242744
239887
228565
229667
228894
242023
234484
228132
227980
235997
224171
224920
239759
242942
232104
226179
231951
232753
230256
233657
231273
226694
225581
224829
236226
236555
233165
234012
232601
224999
226229
231470
233626
226564
233112
231144
230248
224724
231087
225326
225135
230249
228621
229142
239135
225607
224596
236399
239186
237431
229796
226151
237791
222871
235203
236509
240621
243833
227103
223273
234908
228088
227755
236814
237830
227811
224640
230595
235791
231145
225971
226508
229643
225635
236345
236335
227312
237812
233631
222465
243923
241584
230487
224243
222577
231077
237499
230639
226726
235015
227833
225318
224068
234257
227181
224108
233669
237095
223957
233800
231931
238496
225048
223173
229189
235691
231140
230760
232164
235783
227430
222368
229002
231663
243680
224191
232974
224754
225660
235596
238735
225304
230236
236801
227798
231825
236561
231634
223776
225621
225385
232647
227977
229371
229018
236404
223474
224690
224596
237118
233547
232025
223484
233865
229287
231002
229398
231485
236004
235892
233827
223043
229064
224348
226777
232401
231104
237672
223662
224395
236107
235908
225281
230127
244830
225048
224812
226527
234256
232976
235503
230751
234292
234518
227960
224762
229523
236987
230783
232570
235856
238921
224832
231659
227591
226235
225789
236839
232662
223480
229174
244624
228050
225270
223658
230593
222908
231924
230888
229955
230137
226634
226106
235738
234661
230551
228407
238551
223797
225124
230800
223974
226818
234913
228478
227580
232489
238422
225681
227998
223612
235082
230355
229993
233219
232151
223396
224769
242465
239406
223877
224964
232774
231007
225698
229038
240579
229188
225599
224890
230782
238674
234902
234372
231005
232421
227405
226183
241650
233635
226470
231981
235679
222969
235306
235196
233808
224407
230785
237218
239072
230419
227411
235810
229266
225864
224828
241362
230494
226765
228684
232284
230819
224748
230234
235303
230246
224172
235355
222556
222872
232333
241437
232494
234780
230862
224212
224087
232337
234092
239631
236293
224684
235622
226626
228187
223752
242890
226287
229300
234203
224785
229830
227436
240368
227256
234158
229499
233377
224145
222460
223334
240637
229993
231352
233407
233448
229079
224664
225388
244165
227308
227050
223489
230973
225016
234265
243061
224016
226206
228979
238357
235071
229232
228950
223706
224572
238712
237171
223670
231503
232462
230453
230690
241508
229202
222902
235685
233030
223668
228908
228612
226269
222878
228538
239415
245367
222753
223838
240661
240069
227792
223166
234651
230641
223301
232544
237936
225466
225890
222413
223593
237931
239050
224344
235240
234605
223451
226486
233853
238467
224009
227107
236585
223900
227398
222680
233089
233908
228442
222377
226614
222475
224627
227727
243061
229109
223977
228679
239976
237249
242537
227315
228588
223001
223034
234537
234850
242707
228588
235721
230511
226489
241148
241205
229316
234378
233695
230236
224172
222481
230705
226097
223917
236086
237556
226818
227149
238830
232855
233697
236811
231182
231925
229773
235577
235340
231691
230817
236392
230301
226780
227175
239405
222403
223908
229795
236963
236421
242914
237383
232182
224330
224062
234129
237459
229335
226754
227533
232173
225783
228018
234929
238038
223355
228078
237996
230816
234181
237003
239250
227078
225044
228785
225820
239725
234556
239790
243614
234181
224322
222546
236711
241736
239997
229793
225672
234462
224680
230922
234104
229025
227841
236397
232979
225305
227396
232891
223696
226375
227399
234800
223569
227604
224367
238473
231615
223405
230347
228686
234979
228066
235306
227575
237701
235347
227715
227131
237268
235764
223559
228328
234413
240840
225108
223587
229364
234931
231152
238636
233499
224290
228154
224532
229356
235153
233388
229134
235300
