uops_decoded.dec0_uops
117575
114092
115928
113430
110978
116698
112195
113541
119565
111215
116926
120847
115887
112243
115554
114843
114117
114340
116519
115160
112712
111617
110981
110371
114060
118026
120441
117414
112722
115271
112916
111209
116163
117519
113952
112722
115746
112775
113997
120421
114233
114493
111017
115395
114587
113888
113795
113073
111356
112152
119100
112491
119664
117272
115805
116508
116690
115966
114354
117392
113106
113709
117089
115049
114312
111382
110404
113657
121063
115441
110672
113996
117487
114481
111991
119529
117091
111350
113131
113529
113524
115205
114941
112801
112179
117462
116081
115520
116463
115887
112910
110393
113997
111236
110600
113433
117230
111789
114497
117725
114711
111396
110011
117663
114227
117812
114338
115927
117738
113157
114144
115895
112947
110386
118494
116153
119778
116930
113469
111200
114861
109802
114057
114851
117600
116548
114666
113818
119563
115940
116359
118803
114202
113193
118854
111055
116324
118673
117993
113262
118132
113217
109830
118407
116097
120007
110194
114081
111628
115980
119068
115201
112082
112619
112394
111218
114449
120411
114575
111575
118147
115431
112462
113902
114195
116628
114991
110201
115115
114768
116367
114432
117082
121145
110695
115347
112371
115829
115238
117593
111755
112767
113696
111333
118360
114759
117209
112774
113326
111638
115565
114476
110715
112337
116438
112704
114558
116212
114231
112050
110142
114408
114920
117800
112127
110820
112361
117894
115771
117843
114185
118970
113147
111500
112199
116014
111937
110742
110961
114178
114456
115790
116737
116042
112424
114303
118006
116485
112108
111047
113353
113542
112215
116551
115427
111921
111775
119171
111929
114638
118355
113596
110410
116719
112258
114192
115787
116345
112897
112326
112981
113535
113824
112081
117317
116472
112796
113145
113414
112542
113802
111879
113602
117954
114047
117632
110932
116999
115811
115029
114986
118199
111686
112418
113237
116809
113319
115856
111149
119616
115202
112349
118059
111886
111360
118424
117523
114231
112961
109983
114177
121230
118034
117125
110987
111362
113127
119661
115621
110287
120219
114875
111143
116959
111440
110776
114548
114479
115548
111844
111435
111321
113915
117774
115739
111166
112264
116819
115785
115138
113871
115512
111334
117272
112679
114954
112656
113680
121121
118099
114154
115562
111617
116137
121072
117410
115304
114429
113855
112867
114640
116994
115576
111945
114382
117263
111486
113729
118311
115333
112898
112554
114652
118101
119579
115356
117737
114930
112586
114708
118666
117787
114410
112477
117282
113167
110566
116999
117686
111803
119500
113645
115697
117040
117976
116854
114493
114340
112602
111749
114679
119103
116854
114910
111638
114526
115326
117116
115894
119763
110618
111471
113401
119001
117492
109969
114183
115202
112578
116441
116583
113914
114684
113144
120825
112477
113541
117470
117576
112768
115816
119581
112832
111677
114779
117049
117008
116255
114715
116020
114815
113982
111947
119832
115990
113613
114555
114242
114116
116720
119843
111894
115780
120578
118213
116068
118374
115667
111132
113980
113968
115767
110531
115762
116885
112173
115124
120343
112430
117138
115311
115692
112765
118082
117729
116571
112955
120773
115245
114320
115259
114316
113322
113685
115429
111803
112995
111362
113335
112844
114871
117281
113464
110702
116015
118490
119110
114364
117952
112370
114891
112079
121099
112392
119452
111611
116470
113322
111740
112493
115822
116845
114722
117175
111916
116508
114510
112396
111665
116392
119281
113233
111854
114016
115053
110536
114106
118726
114302
111587
111610
114337
114089
117110
114128
117145
116754
111714
117389
110938
110845
113731
113323
118795
112935
114504
110693
112612
116993
115602
114703
117126
114534
111504
111754
112192
119706
114420
111037
113929
116188
111990
114619
115928
110716
111538
111364
113715
114114
119626
117722
114248
110849
111695
113862
120076
111864
113652
111808
113012
112561
118441
119072
115336
111394
120361
115881
119406
116864
110443
116657
113312
119482
111397
113975
115624
116324
109938
113790
111483
111022
113506
116587
112911
116330
116541
114037
113609
110223
115666
117307
112460
114441
118655
112081
116002
117171
111148
113444
112388
114802
115615
114748
112156
112625
113696
114084
115502
111849
114529
116277
116434
119738
112913
112026
109971
116537
113665
115868
115912
112595
111858
110581
114100
109797
116656
117296
110255
109909
115110
114683
113468
119887
116175
114807
113454
112158
110840
116280
114608
112134
115059
113999
112370
115106
112080
114510
115355
114541
115466
115516
114452
111383
111534
113865
112693
113814
113215
110765
118286
111780
114971
118896
116440
114583
114364
113848
117666
117269
118206
114525
113918
110161
116549
118706
113558
117746
116717
116520
111920
111279
115146
116803
112728
111609
116022
112733
113318
117664
120964
112471
117336
114612
114216
116848
118952
117253
113269
110952
111954
112474
115878
117947
114706
117499
111650
112322
117854
115297
110583
114412
114969
115432
118063
120743
114955
113828
111531
115708
112282
114835
113857
116520
116994
113143
115724
112783
111836
111522
112587
117578
114891
114234
115340
115460
110335
111660
115554
113950
117664
111104
116673
118774
115345
112850
119107
114978
111287
114030
111207
118728
113047
110330
112532
115879
116162
115418
110724
112828
114362
111899
115243
113940
115177
112100
117409
115401
113893
113843
119293
111451
112774
114850
115389
109932
118049
115299
114471
112682
111299
112770
114434
113539
112746
118573
110539
119873
114847
115671
119264
117014
116550
112400
110459
116185
120734
117900
117694
114519
115162
110772
113498
111416
117980
113471
118813
113103
111132
110066
113163
117060
114094
111898
114029
112950
115958
110549
116701
118430
112057
111996
113035
114283
113670
114540
117107
119524
118935
110538
111164
113433
114301
116124
118037
115937
111953
110752
115746
111690
111266
113452
111586
114771
112924
114405
112943
114932
111945
111357
116416
111072
120440
120654
111285
113002
111722
118226
114637
113061
116979
111708
112929
115407
119028
111046
112413
114500
113907
111288
116606
116790
113018
112218
110790
112307
113632
112580
116568
110740
110627
111312
114517
116280
115940
115948
112017
115120
117328
117307
111635
110916
114852
112105
117960
118654
119161
114716
115039
114186
113066
119079
114310
113243
114720
117606
116150
115780
115100
118765
116378
114960
111883
118602
116021
114453
119359
115661
118895
121186
111798
110781
112753
114772
117849
115798
112439
116688
111739
111265
120088
116065
118383
114417
116240
111350
114611
120028
117022
117506
111397
116968
118036
114386
117056
115803
115438
114067
110457
116172
112411
117702
113222
110652
116749
114471
111453
114464
117585
110806
112182
114755
114239
114502
115514
111852
111973
116895
114647
117324
117947
111033
116788
120506
116940
112394
115736
112207
115483
112386
119619
118342
116465
112246
112497
113395
111202
117745
115665
113570
112260
116232
119752
112135
119127
116317
114344
113300
115413
110863
117182
116992
115901
113187
115326
115359
110146
119199
113027
111226
112066
114503
113199
112179
112379
115054
110488
117182
116280
110988
111237
114855
119069
111240
112805
113942
118350
113021
116856
112740
110214
116588
113931
112461
113963
120089
112833
117303
111132
115053
116428
113282
112757
115606
116180
112270
111507
115844
117829
111950
112868
113437
111921
113243
121256
120036
111694
111365
111285
116860
111632
114510
113491
116558
111822
112757
112331
116145
116198
111300
112547
117602
111807
119998
116373
112097
112473
112827
111456
118989
116022
113321
110641
116495
111309
119262
113085
113352
110973
115247
116731
120519
114327
118944
114359
111257
114076
117456
115322
114331
113672
118454
114487
113401
116840
114185
114074
114548
116244
112875
114895
112206
110934
115127
118454
117431
111020
113814
115636
113195
114203
118535
116887
113037
118447
112818
113448
109971
113995
113685
111240
113386
118966
116540
112107
111021
112733
113850
116571
110043
110473
111800
118175
110721
115411
114908
111397
115322
109966
118437
112561
114100
114493
111023
111426
121085
114053
113677
116127
114806
110425
118334
116783
114954
111760
113448
113199
111610
116225
116515
112602
113382
113938
115951
115699
114920
