uops_dispatched.port_5_11
129436
131790
130630
128513
129223
131173
135470
136589
130239
127668
128120
138608
139188
135688
129096
131535
135520
134191
132985
132680
133173
130159
139896
131194
136380
133166
128488
130884
134372
139253
128581
131924
138690
130215
127224
132352
133029
132524
134050
137867
131590
131303
131204
133739
134443
132716
132628
136851
131561
129157
129121
137371
133458
127682
132069
133727
130530
139728
133349
133627
134178
130229
127754
134627
131045
131140
138735
134739
129084
128587
134056
138764
135219
132831
133242
129145
136391
131551
127498
132890
136287
128371
127522
129819
133490
129511
135086
131913
134104
130189
130092
130587
133003
132094
131431
131802
128800
128032
137723
133201
128874
135023
137528
128468
129854
131006
135530
135220
128564
127542
133771
133150
133716
131658
135564
128629
131086
135380
131741
139481
132609
129820
128170
135251
129723
135266
138173
131357
131054
133337
130250
129557
131528
136531
131911
131334
131784
131899
132253
133956
135204
133803
127531
129466
131237
133501
131438
131157
135347
127297
127282
133293
137484
133621
131911
133713
128607
132418
136863
135505
138741
128937
128366
133991
135922
134707
133009
134936
129659
129225
132950
133304
133000
129359
132245
131861
136769
127897
133152
130682
129924
134919
132233
132597
134828
135201
133958
133629
138830
131335
129844
135985
131126
131220
130605
129911
128320
130301
140076
129656
127893
130995
135625
129535
133946
131154
132630
130561
129976
128754
131251
135916
134329
136556
130186
131446
133985
135181
133575
127935
130615
128822
134679
138092
135166
133281
135758
127623
127954
134703
132866
132836
134820
134417
127134
128212
130905
134327
131629
130251
129106
130663
131518
132172
138097
135474
132593
132458
131799
132495
136665
136230
130889
129624
131306
134044
135681
138398
133807
138012
136344
129075
128966
129124
137086
129208
131123
131085
129051
128697
134147
133617
129367
132179
129840
137909
129420
131847
134231
134406
128998
129134
131034
133666
136338
128047
130536
128775
130301
133576
137042
129169
129536
133153
132409
127689
127538
131036
131532
130830
135301
131725
128827
128645
130391
131345
129912
133690
130140
133117
136056
129549
127911
130347
128478
128391
128948
136336
134270
129423
129351
127643
132795
134831
129587
129309
130810
133919
130912
128794
130575
129748
127451
127701
130576
136074
137266
129049
128583
130842
128140
130120
135824
132510
129973
137116
127935
128513
136775
136869
134800
133455
132486
129241
134478
137692
135525
132451
138604
131155
130420
129933
136570
134653
134582
130762
127451
131332
134201
136011
131331
133971
129701
138071
129309
132009
137606
135172
130645
130253
136398
128036
131089
135816
137714
133648
129183
131213
132513
132421
132637
134298
134748
128249
128496
132336
137777
129494
129779
133750
132649
132142
136069
137790
130834
129229
132291
134956
133783
138568
132253
127555
127610
134913
137201
133138
136057
127972
128722
134141
128012
133712
135709
131874
127409
130088
133912
133596
131066
131053
138607
136608
134199
128987
128141
137662
138029
132697
131091
134860
133268
129853
134029
135413
134411
129287
134616
138769
139149
128277
132736
133755
129216
129408
132372
132295
133417
131899
136544
130353
131559
129196
133249
136039
133360
130475
136402
137659
128285
130341
139736
135761
129509
132070
134794
131690
132658
135794
131628
128139
132447
131995
132490
132786
133084
129869
129411
133918
136807
134270
137309
132277
134312
132651
133695
130396
130487
134270
128389
137901
129667
129509
131966
137056
130845
128069
129589
132042
135545
135211
131910
129574
130357
132803
135219
134155
132158
137414
130597
129790
131881
137050
131646
131500
136356
127600
129793
135183
133714
131858
131046
135590
136904
132386
129620
133480
133074
128048
132087
135885
135546
135585
129018
139717
138219
128614
133345
136237
135618
131256
135963
130695
129803
135733
130885
133113
133080
136022
129946
129111
130911
134692
129603
134335
134346
133191
127038
129460
136002
133507
132041
133755
131485
132428
137360
130218
131051
137128
130086
129254
132941
132636
128922
129991
133346
128789
139170
131650
127477
135696
131948
127884
132915
134176
133953
128308
132298
130677
134765
133073
130662
132029
131869
139414
134883
127994
135403
129666
132674
136564
132749
127930
134374
133204
130371
129925
132469
137954
132248
130309
131142
132222
132481
133259
134412
131832
130947
136074
136361
130173
130539
131679
129917
135502
134919
131060
129782
131845
132688
136169
131556
135783
129496
126994
127332
132719
130510
138984
132082
127724
132404
133785
130176
129545
132122
135387
131558
131075
128139
131637
135713
132672
127546
131407
131186
130787
135944
134228
130948
130706
134298
129651
132054
136820
132936
129222
128358
133915
134261
132805
138329
131584
128058
132997
133787
128045
135628
134272
129259
129416
134929
131880
130735
133311
137936
129079
130038
133081
132628
128878
136151
131451
134473
127994
127622
132286
134591
132348
128541
132028
132035
128587
130573
136157
135897
131510
131677
128522
130302
134946
132361
127258
129553
130445
129415
133292
135219
132564
129593
132845
130478
126977
132617
133679
133786
136861
136148
127682
127736
132228
129581
128652
136329
136932
128334
127424
129340
131543
129528
132486
134203
130676
127990
128053
129223
133246
130722
130913
131821
130320
132259
127765
131758
137226
128149
134673
127341
130096
132552
133683
130305
132634
129303
129170
127713
130289
136032
128953
131212
134615
129653
133010
129782
126999
132837
129104
131957
131323
138469
130110
128526
127755
130241
128965
131671
136683
129583
129840
135248
133875
127178
130330
133079
127705
128052
129736
132669
131584
133931
133460
128667
131055
131708
133028
127254
130288
129444
134725
130612
132532
128860
127947
132230
128517
136069
133094
127877
130294
129337
128685
129271
135304
131749
127268
130033
133922
132988
135556
128417
128706
132947
133549
135462
132970
134983
131990
128899
132775
129218
128434
134760
129447
132552
133048
127790
129996
131731
133428
132487
133975
131968
128059
127208
132855
138390
132385
130279
127383
129040
138737
133189
129304
127816
132503
132592
136960
134483
130768
128317
128192
133522
127705
127265
133201
134978
130873
133226
129792
129315
130161
135419
132717
131465
128076
127010
126925
127357
132617
129160
131898
131068
127860
128451
130044
131226
133547
133184
132088
132952
134190
133547
127313
130703
129821
134232
128635
136786
134538
126750
128088
132571
137311
128909
130623
138759
128884
128677
129301
132010
129791
134429
130296
129072
126993
132124
128889
131537
130552
127800
132319
127216
134899
139797
134650
132737
130618
129901
129811
131561
132358
130018
135516
130616
131714
136541
136462
134563
129892
136237
131814
130395
128855
134205
134691
133287
134069
130822
131791
130664
128828
135856
132084
131246
127894
132721
135631
128257
134104
137681
132841
128738
128569
129921
139094
137214
135349
129006
131659
129163
137767
137806
130210
128240
133902
135454
129028
131155
134564
130897
129609
131277
131941
133593
127668
133441
136043
131434
131564
134820
132578
131993
134824
131698
133578
135314
136640
128540
131302
127769
131060
136422
131054
129899
137637
131712
128778
126918
134474
127642
134507
132569
132470
131967
127040
130309
134104
139124
130111
133026
132820
130849
137525
129681
132960
130554
128356
126990
131546
131067
133384
130389
132605
132670
127070
130865
134324
131878
128619
132790
131844
136453
126992
130820
129605
133130
130724
127225
130796
128141
128592
129494
128060
136599
131710
134427
130823
127820
128800
131266
132972
129864
130138
130618
134909
131613
130926
132700
131906
127287
129770
129346
134109
131939
130071
128040
130300
128906
132414
127816
130601
131597
131007
132517
132794
129459
130835
134055
131460
128448
134239
134364
132114
132175
131503
130132
128894
130978
136361
128928
136745
130956
139802
132742
129039
131340
133570
131898
131420
135245
130899
127959
136226
128563
131893
128565
134239
130925
129286
131126
135083
132011
130061
129872
131776
132203
128507
126861
136739
132058
135937
130778
131473
129890
130909
128010
133530
131836
129280
126984
131569
133675
129960
131214
130326
133278
131091
129674
127675
135092
133469
129742
128231
137155
127949
127791
136318
138112
133340
127766
130165
132697
129585
130514
134835
128037
129331
127661
130163
129918
133523
130902
131909
130686
132416
135983
131171
127350
129521
128338
139094
131786
128223
126891
127910
133255
131498
138521
134438
132871
131209
127297
127735
132149
133178
132583
129975
127679
128430
127132
135159
131518
135027
138720
131360
133389
130317
127984
131955
129430
130023
127163
129085
135875
131522
129294
127708
135368
129302
128250
135122
138647
127227
126838
130068
130522
133547
128901
129372
131726
130895
132366
127493
130504
130722
137962
131159
132223
130383
132929
137719
136350
137073
139449
132290
129641
129278
134800
138385
130066
129344
137067
128195
129144
131365
133006
135667
130317
128082
128549
136857
133729
139059
134443
132006
130493
129970
131090
134208
128993
134251
135603
129838
128646
135776
138641
131635
129489
136624
133081
127713
132296
136967
132217
128919
131778
129368
134904
134417
131536
130217
132282
127690
130793
129200
137055
137177
134587
