inst_retired.nop
20988
21029
20808
21225
21619
21356
20869
21362
21772
21814
21830
21152
20685
21324
20142
19930
21730
21920
20642
20283
21670
20798
20877
21195
21065
21862
20823
20591
21770
21427
21371
21707
20062
21718
20123
20553
20459
20652
20284
20451
20498
20152
21089
20844
21174
21159
21055
20789
21302
21196
21062
20995
20809
21076
21549
20825
20894
21019
21022
21510
21022
21259
21383
21022
21856
20815
21356
21634
21870
21629
21543
21825
20808
20408
21801
21361
21202
21189
20835
21022
21838
20842
21657
21022
21856
20835
21013
21007
20842
21182
21856
20962
21022
21683
21356
21262
20996
21027
21035
21785
21274
20987
21830
21623
20809
20995
20839
20809
21489
20996
20849
21029
21870
21022
20890
21751
20835
21856
20842
21416
20306
21630
21903
21383
21503
21029
21222
21009
21650
21670
21643
21830
20809
21303
21082
20929
21002
20996
20912
20995
20742
21810
21022
20552
21185
21292
21356
20835
21651
21029
21022
21022
21382
21382
21342
21922
21155
21824
21115
21686
21160
21829
21456
20977
21356
21229
20809
21236
20979
20809
21092
20621
21002
20651
21090
21660
21022
21369
21857
21022
21029
20494
21289
20981
21409
21035
20809
20995
21276
21870
20995
20995
21122
21525
21589
21356
21462
20869
21022
21868
21102
21008
21229
21496
21863
21793
21410
21401
20982
21796
20910
20848
21285
21389
21704
20986
20734
21247
21057
21510
20996
21061
21826
21703
20843
21890
20809
21082
21342
21356
21703
21302
21142
20889
21870
21209
21283
21623
21068
21901
21289
21594
21154
20842
20835
20835
21905
21069
20822
20835
21916
21383
20478
21382
21752
21916
21056
21382
21022
21383
21912
21149
21137
21022
21159
21549
21611
20835
21930
20999
21873
20995
21035
21890
21075
21469
20995
20942
21915
21156
20955
21196
21092
21552
20644
20835
21500
20874
20996
21342
20808
21352
20617
21349
21029
21011
20835
21278
21929
21841
20854
21730
21391
21011
21703
21703
21121
21276
21372
21856
21900
21886
21309
21029
21383
21022
20835
21093
20835
21121
21915
20873
21816
21570
21022
21022
21022
21736
21049
20958
21256
21029
21134
21201
21182
21396
21022
20835
21022
21916
21649
21062
21730
21102
20782
21022
21022
21022
21022
21299
21022
21428
21094
21314
20983
21930
20808
21262
21890
21028
21289
21894
21269
21890
20995
20815
21351
20875
20806
20995
20622
21890
20799
20842
21289
21916
20648
21222
20649
20836
21062
20648
21289
21535
20876
21909
20929
21102
21916
21374
21205
21146
20799
21157
21068
20808
20968
20995
21923
21876
21507
21467
20835
20674
21890
21262
21504
20995
20808
20622
21743
21236
21356
21765
21292
21889
21703
21142
20435
20808
20995
20622
21722
20835
21930
21683
20808
21327
21916
20634
20900
21631
20900
20951
21923
20925
20995
20790
20815
21382
21769
20996
21894
21021
21890
21314
21314
21356
21743
21356
21676
20435
20996
21249
21736
20875
21917
21022
21930
20682
20808
21076
20995
21036
21916
21543
21631
21389
21710
21721
21916
20822
20835
21362
20809
21516
20848
21919
20668
20855
21002
21342
20813
21356
21623
20954
21469
21717
21703
21249
20809
21236
20996
21229
21929
20988
20098
21022
21602
21289
21014
21916
21009
21376
21022
21006
21269
21532
21102
20955
21022
21007
21773
21289
21933
21222
21929
20877
20983
21916
21659
20842
20915
21062
21729
20835
20916
20834
21249
20915
21389
21383
21383
20995
21515
21623
20809
21872
21730
21382
21022
21658
21927
20323
21116
21382
21379
21730
21068
21003
21022
21649
20835
21010
21022
21367
20948
20835
21916
20835
21383
20842
21842
20735
21917
21069
21075
21837
21860
21483
20445
21500
21890
20995
21130
20795
21889
20793
21899
21222
20996
20849
20809
21100
21102
20835
20835
21256
20835
21098
21382
21022
21917
21168
21856
21650
21383
21022
21772
21142
21636
20818
21327
21916
21730
21229
20955
20835
21809
21142
21770
20978
20772
21326
21550
21869
20809
21356
21877
21116
20843
21263
20838
20689
21890
20649
21916
20797
20779
20649
21730
20836
21830
20802
21022
21677
21410
21610
20996
21117
21262
20668
21889
21890
20990
21823
20996
21750
21743
21036
21024
21906
21102
21002
21650
21022
21007
21289
21703
20808
21769
21262
20983
20922
21035
21890
21549
21344
21057
21927
21443
21046
21022
21299
21289
21022
21022
21022
21022
21329
21916
21730
20841
20835
21289
21256
20668
21590
20809
20995
20429
20995
21062
21730
21609
20284
21022
21730
21643
21411
21196
21560
21916
20648
21062
20995
21904
21513
21151
21889
21890
21356
21356
20996
20809
21835
20511
21380
21266
21095
21916
21222
21176
21022
21730
21174
20835
21904
21034
21362
21603
21057
21022
21283
20996
21702
21701
21623
21389
21351
21469
21378
21850
20094
21832
21023
21405
21262
21730
21382
21790
20605
21069
20835
21280
21276
21649
20995
20622
20876
20797
21567
21749
21356
21570
20674
20995
20895
21356
20995
21890
20809
21229
21621
21703
20995
20984
21522
20995
21229
21022
21917
21011
21022
21921
21904
20835
21449
21383
20875
21917
21636
20842
21776
21102
21576
21381
21007
21142
21222
20410
21088
21242
20996
21317
21649
21139
20134
21356
21456
21517
21750
20808
20996
21356
21262
20995
20995
21583
20862
21896
20978
20996
21703
20995
20995
20996
20993
21730
21573
20835
21109
21022
21022
21207
21917
21762
21656
20909
21392
20962
21069
20875
21262
21382
20842
21916
21062
20836
21022
20835
21713
21022
20862
21730
21329
21906
21022
21552
21022
20825
20574
21880
21022
21022
21916
21783
21062
21189
21256
21638
21008
21102
21677
21337
21409
21383
21870
21023
21916
20842
20835
21060
21910
21687
21042
20996
21356
21428
21331
21022
20955
21300
21904
21112
21901
21296
20882
21916
20899
20835
20835
21753
21262
21896
21209
20808
20995
20995
20889
21875
20794
21356
20809
20995
21686
21497
20650
21649
21470
21002
21769
21022
21022
21022
21918
21650
21188
21016
21429
21383
21750
21342
21623
21516
21216
20995
20995
20929
20815
21350
21890
21701
21076
21682
20882
21890
21889
20809
21613
21276
21007
21432
21729
21795
21293
20835
21045
21029
21382
21004
20835
21007
21383
21505
21888
21142
21236
21356
21767
20815
20668
21838
20995
21688
21736
21749
21382
21916
21183
21930
21623
21896
20702
20992
21889
20915
21916
21022
21365
21003
21436
21069
21923
21537
21022
21059
20839
21930
20995
21176
21129
21702
21209
21889
21703
