Value
17920
18553
18626
18986
18679
17545
18796
18326
17350
18381
17746
18319
18775
18129
18470
18675
17438
17319
18434
18881
17368
19079
18396
18981
18509
18457
17996
17916
18562
18092
18029
18812
17333
17335
18782
18222
19068
18897
17482
17980
19042
18180
17698
17521
17982
18461
18199
17736
17733
18765
17906
17722
18653
18879
17399
18332
17930
18739
18476
17468
18620
18757
18796
17783
17688
17525
17461
18489
19000
17510
17621
18200
18382
17650
17853
17600
17336
17446
18978
17810
17343
18644
17518
17516
18569
18939
