topdown-fe-bound
662017100.0
657436806.0
669126124.0
658138842.0
657770606.0
657814781.0
658061021.0
657809170.0
658140145.0
657819195.0
658238783.0
657078409.0
657963015.0
657785702.0
657724970.0
658222721.0
657605739.0
656110624.0
657655808.0
658238041.0
657824952.0
658075238.0
657821831.0
641223458.0
658180024.0
657778066.0
657690781.0
657210000.0
657874056.0
658238560.0
657392571.0
658209299.0
657223229.0
656037546.0
657801746.0
658159635.0
657878121.0
658086682.0
657757097.0
657828491.0
658128379.0
657702627.0
658133379.0
657414865.0
657792229.0
657731971.0
658197828.0
657707222.0
656876102.0
656492058.0
657754635.0
658154264.0
657821509.0
658215941.0
657566477.0
657490959.0
658136796.0
657731679.0
658224536.0
656985616.0
658119684.0
657666620.0
658168723.0
657798954.0
657706449.0
656237023.0
658227309.0
657739956.0
657817452.0
658123416.0
657733732.0
658096175.0
657898690.0
657441178.0
658126125.0
655100779.0
658221877.0
657716976.0
658138789.0
657733201.0
657298676.0
656730263.0
657733224.0
658172898.0
656674181.0
658224684.0
657878617.0
657985441.0
657405864.0
658116855.0
657825240.0
657733152.0
657630597.0
658249989.0
657580021.0
658181687.0
652057933.0
656797629.0
657780925.0
658236632.0
652710876.0
658139789.0
657505760.0
658111642.0
657728497.0
658223365.0
657722045.0
657557087.0
657624062.0
658239950.0
657760136.0
657670843.0
657809724.0
656219226.0
657902338.0
657809334.0
658148411.0
657618467.0
658131171.0
657759181.0
643303332.0
652974754.0
657702059.0
658223103.0
656899100.0
658150961.0
657808534.0
658054956.0
657799173.0
656353992.0
658097982.0
657501881.0
658224661.0
657809905.0
657653369.0
658143690.0
657791116.0
658133535.0
657786506.0
657460062.0
657655372.0
658135944.0
657822074.0
658028949.0
640846627.0
652838609.0
658014167.0
657755548.0
658145100.0
657822506.0
658148771.0
657661319.0
658227101.0
657730220.0
657887795.0
657731372.0
657347381.0
657658744.0
657980516.0
657869889.0
658081378.0
655716830.0
658220225.0
657797340.0
657806936.0
658072244.0
657833048.0
657099165.0
657637181.0
641432103.0
652335679.0
658092284.0
656956140.0
658121249.0
657720075.0
658086834.0
657550968.0
657484084.0
656359204.0
657521208.0
658231643.0
657433075.0
658067846.0
657809171.0
658156988.0
657794536.0
658223490.0
657737483.0
657589449.0
657511503.0
657505907.0
658095008.0
657703813.0
658157071.0
643075769.0
652238873.0
657754344.0
658222626.0
657709204.0
658147070.0
657808386.0
657651512.0
658149343.0
657728243.0
658229184.0
656898790.0
657690902.0
658214065.0
657726470.0
657142498.0
656406584.0
656188568.0
657716889.0
657815857.0
658146191.0
657731376.0
658066767.0
657739736.0
653197824.0
657800060.0
656949139.0
657715632.0
658225464.0
657739054.0
658017429.0
657089903.0
656787286.0
657864547.0
658078564.0
657765830.0
658244052.0
657745881.0
657806750.0
658081856.0
657704642.0
658146865.0
657548756.0
657934535.0
657662755.0
658146889.0
657712245.0
658072199.0
639817894.0
652484992.0
658214641.0
657683541.0
658218047.0
657785429.0
658134990.0
657572262.0
657812970.0
658229870.0
657665699.0
656911525.0
657578104.0
657933292.0
657812717.0
658148199.0
656414198.0
656753276.0
657872510.0
658108480.0
657741456.0
658135497.0
657807170.0
658220327.0
657593150.0
643928785.0
653241904.0
657027018.0
657730697.0
657815198.0
658129417.0
657731724.0
658147631.0
655568562.0
658169709.0
657786865.0
658246038.0
657833980.0
657664593.0
658225065.0
657723497.0
658091784.0
657815073.0
658012470.0
657342972.0
658060948.0
657825778.0
658236855.0
657732645.0
657377914.0
639868763.0
658132614.0
657762659.0
658146070.0
657800753.0
658239458.0
657415016.0
658140482.0
657716893.0
658221089.0
656992249.0
657062115.0
658239473.0
657772895.0
658167072.0
657264229.0
656342120.0
657873658.0
658067180.0
657559041.0
658205124.0
657597636.0
658150442.0
657723022.0
644844405.0
653337932.0
657086042.0
658039162.0
657491153.0
658199855.0
657734819.0
656006024.0
658056554.0
657702895.0
658240015.0
657714241.0
658030040.0
657748245.0
657757901.0
658226691.0
657667365.0
658104426.0
657667631.0
657661445.0
657785979.0
658055645.0
657873696.0
658156017.0
657317159.0
640606385.0
653319741.0
657497308.0
658115563.0
657831025.0
658128224.0
657733906.0
658133728.0
657750389.0
658221281.0
656806959.0
658146566.0
657800981.0
657990756.0
657832601.0
657726049.0
656270318.0
656743294.0
658214053.0
657800079.0
658072094.0
657765329.0
658149176.0
657828393.0
658088303.0
642866181.0
652539334.0
657209273.0
657805864.0
658145850.0
657740858.0
658145214.0
655545601.0
657801477.0
657624472.0
658231718.0
657797984.0
657427366.0
658220156.0
657741278.0
658239068.0
657644333.0
658238541.0
640151134.0
657953252.0
657854293.0
658148142.0
657368072.0
657914832.0
655735862.0
644867673.0
653107588.0
657803488.0
658145055.0
657750374.0
