uops_retired.slots
805186
783671
780653
776050
790706
817054
791674
768939
804235
765727
783885
781625
781955
790723
750761
784379
797095
819183
800721
815005
788594
810320
789629
795281
819766
777588
817875
803403
779456
805791
798211
771255
776939
814855
777240
793645
787933
777252
778071
820727
774890
796044
779992
785655
785959
768548
782044
816724
795977
797814
785841
813365
782175
780502
785061
784947
798138
795010
787871
786369
820560
783180
794461
786332
785028
796922
797738
797461
789054
805561
792505
817642
798513
797833
777215
774750
774954
780754
793922
798819
782196
794442
744265
810856
786107
781966
781557
795904
793319
779137
782262
788357
797010
818157
817455
792884
817069
797916
797546
783672
786263
780552
797414
785222
796326
781723
794067
797667
781417
813045
787120
818067
765092
819860
770514
777311
777899
774269
808020
807888
750346
769986
800063
808614
789208
788449
817035
774192
758587
788397
773347
802856
770603
777934
813836
773723
765865
818923
786049
792324
782239
790961
777549
782392
784922
807873
812312
785096
815637
783246
768766
806483
812052
796903
798729
796248
784887
791708
793864
794546
778411
778549
793541
796784
820016
774198
812571
785699
818829
774524
796174
781807
777548
789303
786190
797627
801921
775385
787054
788782
806337
819700
793293
805858
778092
783214
804137
790292
815777
819055
820569
805459
817534
779803
782655
785693
809843
814250
782059
760443
776358
789761
789490
820108
789354
774286
778842
819437
798906
797228
773321
780740
783496
795341
794939
819014
778858
808120
796485
819581
772518
821692
792684
808791
784750
796972
790808
777986
801120
781213
821277
781441
805118
782922
778458
781971
791632
782401
798023
817784
793589
793074
816428
817777
813951
819724
793362
792921
815155
777780
774002
810886
787437
758416
769482
777094
787625
774106
775173
775950
776519
770246
769202
812228
811115
767006
810584
779469
776583
756564
804809
810743
790471
777116
769497
752502
778915
774761
759726
773628
758663
808990
783810
762111
770343
786374
796801
784856
791875
769717
811884
769609
820211
796948
804140
798753
788506
774887
767367
808973
778352
814938
793412
787881
776817
795653
773780
785882
771573
777045
788587
777909
774280
768108
817559
779910
821562
762501
762202
804176
789278
785230
820542
803271
785317
768584
758925
809090
808772
776511
795715
774287
772010
819637
756809
789464
769341
788229
775620
806766
788822
778009
763301
773464
820163
788886
791303
782913
817743
807069
772778
773413
809394
754444
807481
787252
774105
771283
786509
781444
774946
773591
779939
778273
789889
778922
788144
763992
785515
760698
771696
814121
777341
776652
810951
776233
772900
784442
800845
768879
808271
771551
784731
796693
776791
788462
760365
773037
780172
804567
777443
747456
809225
790136
754282
761611
793941
793096
803660
782541
779009
803584
806737
782666
821713
776627
806892
793012
802596
795401
794576
813534
801938
776897
809800
809939
770199
782153
806827
784930
816462
804733
775077
813530
796525
785590
784812
817962
801171
777127
814356
802268
788327
785920
791216
791258
752158
772551
776887
784683
765819
816640
769505
798150
811812
787632
768750
787680
766044
819514
792786
801844
804779
807920
807872
772299
801858
809053
802530
768965
772648
808879
776039
817833
797090
810552
785759
793851
787938
768611
789447
801125
784565
786728
815991
774269
769921
819473
790107
771110
773314
773305
774458
811557
769308
808850
770201
794997
776665
798098
773969
802212
776045
790508
794286
769344
806043
773035
767146
792259
781573
804421
810869
784675
745637
799299
785145
780989
802777
783546
816055
773363
813041
780578
803131
784738
800032
765290
797612
806903
802978
772831
820533
808968
816119
784016
779696
794174
815208
774838
808162
805743
786046
819932
775524
820405
794098
819184
780437
809731
799383
775962
776119
787262
765008
775647
805850
799399
769321
815553
761304
772845
785191
817577
777242
794543
788439
805525
784824
799976
784635
810083
809372
801591
773164
790856
761117
776910
808486
788721
787724
767814
765435
790798
799101
776039
775909
775975
802053
798330
776776
795085
781861
768481
790911
787721
786677
785759
775728
787117
761606
801185
765535
806077
769520
795400
794205
785281
821255
795049
772587
783828
803511
776935
797794
797351
777593
785186
817618
793492
793956
786143
786691
785608
793414
781887
797665
795198
777636
781735
818021
769294
796784
789630
770865
767660
774987
784004
774996
777384
815145
786219
815564
799973
793271
817427
794891
781954
782251
792332
817064
819431
770882
817834
773992
785842
778405
776509
776788
792186
795446
797260
769285
776233
809610
773587
788127
807045
821318
787072
788403
801064
773619
781113
786317
820109
776649
787446
749586
821523
778083
756567
798782
798309
773532
786485
763457
789004
776367
789825
788525
787068
783220
798787
788447
777585
785125
791778
808839
773598
773998
810009
790061
814118
768042
776763
788430
805908
786092
772176
769028
769825
783968
795216
774557
776216
776681
810246
775630
784246
810413
757568
818585
791485
789664
769546
773436
821285
770765
778124
814981
786315
774897
788043
821721
790049
790115
788086
809422
809940
818063
785050
810162
806338
778753
762058
806844
792650
809342
786185
771426
811444
813121
769162
786544
818240
759962
776845
811136
806103
810368
786626
787145
771075
811058
779901
767438
812194
785936
770646
799134
771424
818549
777571
818201
785536
769991
807151
800467
780041
770628
773678
761188
813180
799046
777142
809938
807032
774571
774170
777857
789471
821242
788877
776177
793652
773363
801244
788017
789201
778036
776886
776320
785719
