icache_tag.stalls
37016
35238
37526
37855
38334
38107
35895
36725
36644
36394
35119
38417
37244
38416
37515
36655
35710
36732
36665
38235
35256
35222
35363
36926
35980
36704
38668
35472
36827
36448
35040
35542
35460
35106
37365
38576
36231
35694
36111
36194
38547
36510
35528
35587
36178
35967
38146
38616
36705
36533
35445
35654
37720
36842
36156
36462
36377
35944
37565
37610
37910
36951
35987
37564
35306
35644
36354
36383
37877
36364
38355
37578
36254
36747
35321
36745
36975
36980
37033
36817
36290
36587
36321
37695
38371
36845
35394
35068
35685
35004
36307
35883
38025
38207
36819
37576
36778
36934
35293
38192
36323
37236
36275
36013
36283
35971
38642
35198
36255
37498
35002
36465
37114
37408
36602
37486
37405
37926
38456
38354
36952
35755
35603
35552
36703
37211
35829
37277
36073
36092
36454
37424
38561
36470
37787
37039
35234
37624
35604
36313
37372
36565
35790
35987
35123
35331
36238
38060
37875
36795
35034
38659
37445
37255
35876
35828
37856
37563
36994
38508
36127
36806
35654
35233
35015
35374
35303
35839
36154
36738
37394
38401
35852
35467
38526
36775
36090
35273
37507
35570
37774
37075
38435
37575
35322
35661
35833
36434
37616
37083
38210
38296
37384
35343
38279
