mem_uop_retired.any
708217
730021
733573
752724
756343
768308
762136
753927
740512
716279
722575
763210
742388
765423
756170
741588
706350
708942
714416
729548
756223
714397
737973
761909
701226
743968
738578
713864
723842
736653
717420
767009
739921
758965
761641
722075
752164
748677
755714
739782
767541
724212
720117
722244
729115
746140
752418
728193
740381
734393
726687
739484
710806
742961
740901
701234
732876
756532
717271
702279
741549
718809
719184
732811
709415
708635
726102
713192
726967
727011
728812
726531
709725
741422
701169
746308
719715
713542
731786
734312
723788
706157
713055
719737
732128
726390
709284
724046
717702
736110
706744
725382
725589
719406
723514
709509
731015
726091
716179
702140
714868
710207
716194
706027
730943
713676
723927
702292
715440
709697
722483
702379
716587
709895
700415
703652
720559
719067
711493
715560
712388
715621
701356
710226
706143
728424
721412
700951
723916
710349
724264
725510
725253
705997
724192
721045
729646
722544
709279
734658
729512
704171
717798
716916
716378
743516
708906
731959
752488
746977
743301
753837
729312
744182
746351
719192
742162
729897
754963
769944
743273
768186
745094
762900
762805
708269
766886
763475
745939
767625
741756
755017
745255
741014
734489
726511
755889
742015
738829
754539
771676
755299
731466
756426
740577
743881
732735
765483
734269
760237
752388
722146
734110
734393
771779
768450
736239
738233
765993
759567
706315
742342
755898
725678
753362
725382
754881
743460
723793
758925
767224
720058
765545
747005
709392
748807
722931
726700
753236
726085
758286
750706
757264
734019
718818
756791
749974
745499
725417
760106
759743
717937
723768
727936
727099
757780
719893
762861
714871
753830
730408
747600
723152
756217
718615
748273
755667
748738
731951
761218
736343
742248
733445
744939
759111
730413
753007
717789
766876
738319
765056
764798
732793
730872
743776
750758
737747
764867
764786
734236
760121
758303
741355
746648
737194
764669
738030
753634
771342
767754
743314
732565
744657
765102
757423
737265
756909
752590
760710
758291
730277
769281
763793
732539
768377
734779
756174
745334
735534
761442
726524
768008
764732
727008
757080
720309
746616
763080
721884
766231
757847
765660
742356
763387
728925
745470
738185
768624
768257
769230
718806
765518
758905
741291
767093
741213
770658
727967
763130
745081
751958
748465
737917
740625
743168
763986
766676
768016
759053
737838
767661
765374
754764
771195
734826
729980
749779
754511
734518
764730
722716
733563
757032
754358
758902
728337
768433
741221
741398
715964
763505
755499
717218
756022
760390
757024
743370
755892
725828
745816
745112
757204
736317
740944
734311
747400
743737
762895
759042
756634
733166
752513
754076
750202
743512
733950
753697
716331
746030
732270
754509
724270
745321
768483
725634
733681
744811
712971
758684
744910
729112
735104
754496
757619
723117
756508
706424
763091
732323
752857
762515
740353
729501
767552
738842
759475
723539
724134
768529
732187
722277
755685
763363
723890
751801
732688
761265
738163
755660
736882
749862
733261
752884
725785
753739
704969
754982
753330
764496
737445
719570
759166
769102
724990
739081
737696
732505
758185
730127
760829
761298
702190
737587
724028
744299
761176
731881
746131
759078
728287
759092
764698
731109
751607
756934
743476
770955
717525
745735
725289
723713
710063
749734
754932
727376
739096
743505
719264
757882
705839
765327
738364
759111
734463
747489
760432
738470
758716
761260
744573
745129
718777
741264
729696
756237
772969
754906
736776
763492
759360
729098
748711
742456
736506
746733
733103
752760
729995
767012
700868
770263
771786
732761
758424
762544
732250
755307
757390
721277
728707
756390
737408
728417
746643
719348
762571
735361
720739
770800
701755
761588
754461
732097
752839
741369
720948
745896
729216
754567
752728
724077
763080
741441
727555
756540
765685
761971
750402
752474
734157
749873
763599
753108
723653
752113
745251
727140
756069
724628
754364
745096
734662
737228
737694
759021
714193
745547
723700
763656
705028
757539
756686
724633
723319
760379
761712
727223
766410
728951
764650
748809
758511
728210
763261
745064
725343
749691
733664
730777
734676
753721
704484
754240
755050
727025
753677
755972
747404
755164
756266
737569
764153
726881
758999
746876
753636
731836
754603
737210
753232
734546
758604
725096
764085
730306
763517
737202
756123
744592
727246
758992
762077
733547
743317
725751
768486
731222
747662
762949
742428
725188
739015
732909
734908
762625
761568
745938
717701
755477
748137
728989
715994
741236
757303
716291
739915
723381
766048
764611
728070
740602
735242
754477
760843
716534
724204
735782
763641
734035
753866
721216
773002
773422
762283
721275
741927
765414
752279
745829
730445
727248
753536
732222
762560
752263
728266
733408
763682
735573
761895
740828
734372
749410
758950
743599
754470
743850
742332
762853
745206
745267
723849
736885
762708
757505
760576
712926
742280
754265
754372
752792
720893
761359
712200
757874
728110
737046
723075
763230
764191
733553
752503
767182
735995
741050
754644
762689
750439
729994
762295
740844
747614
736421
765777
756342
754450
742181
728370
753327
766502
750112
762596
761702
721711
725165
742521
753332
763439
762427
754329
711907
747710
726194
764498
744641
745120
724635
730103
737124
755428
762114
742659
755537
736934
739761
754326
749460
754464
723184
719713
752354
715649
748143
726252
762056
736024
727547
720472
753023
766643
742394
730905
748522
722335
736880
755406
762592
720571
725949
736215
763510
764063
717245
741746
766346
755637
735588
752448
745509
750985
754354
743589
731550
754405
766797
753686
724066
762646
756390
734997
712441
764220
747605
724931
738650
748382
729416
772921
732961
743509
727759
721095
744360
718473
728839
731518
720278
744104
744246
740103
754051
752818
743638
730932
744135
734020
724505
758718
742392
757105
723555
733563
755223
759085
748807
726810
738310
738142
753912
754284
739938
729293
754875
769956
734837
756412
743964
745831
732402
754570
740128
756910
724755
742554
723277
744123
753848
765333
751271
728169
757036
731652
753027
754765
748086
709157
742505
757285
754678
712660
750621
755584
761634
729622
740484
751762
724899
750161
754026
759938
732120
731313
749222
743810
707695
712758
730401
753596
754797
737348
736767
754550
730906
709755
726502
757585
744381
748700
752891
714685
736204
763601
748236
752148
725778
753963
745661
753572
757329
755154
723657
757293
749623
760050
737404
747834
759025
729189
760560
759142
738714
725303
728117
