uops_retired.slots
796156
791548
769500
741356
754321
798004
784377
806193
778568
755026
743674
782391
777820
803451
767278
780915
808916
773840
743648
780021
750536
793505
807141
809527
759597
798679
758301
773517
800057
788949
770645
807283
774019
760595
739155
781764
770247
777781
806732
785286
783328
789628
798871
785009
797154
770545
795161
796424
782206
779430
790509
796090
795741
802166
806630
791024
792634
782292
782078
781666
789521
792649
773689
784821
796908
788636
780694
784191
784179
808557
810186
779258
811244
785145
795259
782762
767030
773979
806678
774265
787433
805956
770469
800549
785395
790557
765997
772368
773321
771900
755958
808006
781795
755823
790795
807050
783682
778317
795807
783539
798305
783034
806085
810028
779572
784223
785773
787670
779399
785066
783963
800119
785156
788930
783372
780757
767167
793394
795010
785965
773554
792888
781125
806024
795832
791106
776612
784192
781962
810734
784995
784218
762835
785441
811267
785343
792282
794435
777689
775496
765307
790111
777964
798559
797931
774333
761970
772879
789902
768803
791690
778978
743116
792711
786609
796412
789553
808255
788888
796925
775781
779838
804362
795318
790199
773169
801073
799535
780342
780941
773622
787867
782179
782234
793278
801876
772970
802971
784856
809724
760547
804930
798474
808981
792163
783909
780024
800507
793172
795129
793993
800337
792073
779413
774523
806629
789619
780507
773705
765956
809416
801328
799945
795232
772825
765338
795854
805411
789918
775632
810548
810296
775324
770167
772599
810636
788818
797303
777415
765186
784075
791087
784791
783459
799905
786098
792163
796266
808998
771751
795418
784170
796587
799335
794519
795361
811753
811052
786701
780686
773737
792999
782764
786172
783367
777736
780932
789720
789560
783152
772688
772978
806566
767430
744121
799966
782265
774431
773407
784398
806288
785549
785139
794123
798439
784089
795015
785203
779509
793682
794676
791694
775714
781396
782252
805036
789658
796672
785369
781988
776498
783519
777199
806112
759343
780310
789903
795540
793814
804529
777570
780217
784190
807472
772815
807857
776758
810676
786839
768252
787141
772457
787571
766373
800845
764861
779283
797501
776277
784447
804135
784885
804394
795917
769371
791539
801196
764833
779497
804463
783705
780427
808039
776193
783246
808497
776624
776670
784100
775221
809190
780958
792572
793945
807046
811750
768571
791530
776187
780333
774289
811568
769345
796402
784421
789195
802953
769451
796882
811520
765861
776542
803016
775835
789209
770699
776986
788423
810803
806997
794671
773537
793788
804389
773854
792483
792393
769705
774373
787061
781221
773962
782666
773823
809559
775996
792236
742255
799251
780866
794990
793606
781291
803284
786497
786484
781466
790860
792354
794536
782172
761716
796969
791007
773046
792223
777600
785005
776308
778461
777135
799759
793695
778686
772280
805072
776761
803809
807885
767707
776482
788991
778082
775738
811163
779941
795282
792389
780037
784645
793901
806348
802160
770336
788961
776177
796326
784966
773565
809192
783890
809964
774127
807864
806439
777678
796952
784351
772283
796991
784544
776070
778029
783746
783061
796194
779721
776698
781764
810020
777242
799850
784018
807149
793239
765986
765286
772859
795131
810344
789315
803245
776563
788416
775640
781132
793617
773861
782053
800810
781318
783894
773917
788424
783349
784296
804947
808769
788895
776223
785547
778545
776132
785182
811046
795611
783915
805987
780286
795687
780984
785304
783945
780420
811748
776610
795696
776382
802947
810865
787241
769630
810868
803567
804200
768395
786467
810848
768253
803015
769400
774537
792732
811873
795384
793785
795709
795442
777569
793864
796007
808769
802179
802788
777751
783568
790950
779168
794438
792377
771367
782314
780820
792848
785018
780788
768476
803084
793765
790325
781316
781386
810487
800844
810075
795747
806122
776050
795480
791107
777636
782192
793569
783765
781328
782251
794161
774340
781066
777110
809788
780428
810409
786064
777325
776850
775221
767254
808731
772860
772711
760102
775780
776839
795246
774264
807586
788543
781052
773807
809622
781066
792525
781042
773912
808338
772501
792928
810683
809175
805970
789224
783957
784922
784474
777322
776975
806456
795345
776909
790611
795783
770651
797638
794131
784091
796494
775778
798885
790003
811531
780869
770046
788305
780943
776180
787274
810825
770349
776450
777040
777374
747951
780771
780835
790531
781836
784818
780669
808696
785066
782344
793707
780694
808861
792818
805146
795936
776850
798753
806544
788351
780646
784364
785482
784267
810179
792724
781387
793578
774022
790423
774181
792873
789476
782940
791967
740815
792054
784578
769908
768592
810691
791160
810713
802429
773014
789554
780413
757545
800137
783271
808252
759843
777284
802275
735827
776637
801253
784185
811502
769852
788992
793888
784185
789548
790700
811107
784443
781843
780924
794255
792541
805754
792291
790083
801490
792599
785098
774498
782072
792307
773616
804482
785407
804208
810881
796380
783428
783302
784115
783790
773466
804814
788260
780430
783152
775482
789871
811841
775524
810698
793568
787260
785228
797928
773696
772325
801555
778929
776200
803849
801278
801901
780733
804426
802680
774285
807492
795831
795650
777111
800082
811802
779192
806170
783409
791551
786996
804479
784158
805966
778883
768494
787020
792723
787644
781299
767401
801098
781273
783340
765919
806796
796587
784084
772263
794235
809900
797179
772743
776961
792957
772705
767783
770614
784360
784232
783982
793603
783737
804723
797715
783552
805413
778884
811502
806286
783780
776407
783888
795210
771890
792672
773812
794282
809127
761790
804626
781234
775273
774703
792462
781020
781032
790132
781451
798239
809400
773215
780773
773727
767517
801550
774026
781691
798960
780243
784151
772909
773465
788840
800324
767431
785683
783646
801552
773810
789049
782756
792360
782453
792823
794549
791136
775261
806485
773611
793764
796128
784199
804594
783765
792702
805687
776935
783918
769997
806872
784211
773256
784324
771195
791981
769374
784567
773667
776590
795585
795666
786752
788788
798784
783488
810544
810017
767068
752598
777940
808579
797279
775414
804607
786775
786977
775010
767952
758212
780915
799541
766995
809009
792868
780892
784984
773710
796921
783590
768186
784208
780957
797557
777003
804982
776982
783986
795832
797456
785634
783795
784616
785291
804421
783299
794814
795822
784653
783949
778372
795390
776643
792853
782012
801991
792850
772858
780762
783999
773451
781066
809311
810277
776327
776779
776436
755353
768238
792689
776440
787669
770394
767831
784319
788550
795335
794629
768681
797822
785128
795961
787985
772984
781036
806390
782206
773554
763529
773221
801675
790091
795223
786747
778970
786646
784013
785511
781895
777444
776545
798827
806226
784070
795675
783206
784040
788630
778456
795577
786159
806266
791038
787887
807522
802335
