int_misc.uop_dropping
11645
11533
11258
11262
11299
11904
11512
11147
11873
11473
11457
11562
12037
11908
11367
12050
11606
11097
11719
11578
11870
11228
11776
11058
11017
11657
11292
12027
11109
11847
11691
11916
10981
11929
11147
11641
11892
11981
11217
11517
10999
11824
12022
11797
11390
11883
11825
11293
11727
11848
12035
11082
11698
11510
11120
11977
11832
11846
11810
11322
11652
10999
12020
11419
11928
11658
11411
11819
11615
10986
10990
11350
11728
11990
10977
11616
11826
11187
11283
11350
10953
11535
12069
12016
11894
11210
11682
11651
11870
11776
11862
11464
11741
11645
11185
11202
11239
11160
11683
11033
11938
11813
12054
11275
11907
11759
11856
11729
11300
11974
11239
11810
11290
11023
11793
11041
11198
11526
11622
12012
11277
11134
11923
11967
11953
11771
11885
11141
10993
11846
11086
11238
11955
11362
11149
11390
11249
11390
12021
11311
11157
11626
12059
11789
11638
11630
12033
12052
12040
10985
10959
11724
11547
11712
11429
11660
12042
11397
11142
11825
11546
11209
11478
11874
11135
11352
11507
11085
11630
12006
11621
11873
11908
11052
11067
11158
11525
11998
11840
11063
11269
11495
11162
11810
11250
11874
11517
11559
11081
11149
11435
11463
11633
11104
11691
11598
11473
11150
11787
11893
11221
11752
10998
11614
11463
11472
11277
11444
11893
11437
11831
11728
11006
11989
11397
11743
11194
11532
11667
11082
11622
11966
12040
11782
11795
11561
11563
11579
11816
10943
12043
10941
11998
11767
11968
11225
11858
11608
11456
11019
11179
11529
11157
11377
11010
11142
11053
11377
11951
11165
11743
11187
11404
11449
11472
11028
11417
11636
11797
11167
11567
11394
12027
11815
11313
11695
11600
11569
11764
11420
11789
11614
12047
11126
11457
11273
11330
11612
11081
11002
11885
11940
11580
11260
11234
11987
11532
11706
11683
11197
11581
11765
11177
11300
11256
11861
10935
11627
11207
11441
11765
11186
11585
11207
11855
11824
11870
11666
11405
11499
11052
11446
11215
11287
11426
11954
11046
11508
11302
11135
11770
11792
11127
11780
11202
10937
11608
11157
10952
11927
11419
11675
11703
11887
11973
11497
11775
11150
11933
11639
11720
11591
11222
11196
11708
11541
11783
11967
11867
11675
11217
11901
11269
11002
11279
11383
11787
11147
11841
11187
11817
11601
11901
11775
11606
11554
11991
11352
12008
11627
11648
11833
11014
11922
11645
11096
11878
11708
11197
11788
11421
11041
11428
11601
11895
11475
11249
11322
12047
10977
12040
11419
10939
12002
11659
11606
11995
11059
11804
11758
11547
10939
10954
11326
11151
11652
11819
11825
11548
11502
11763
11089
11945
10942
11280
10931
11503
11112
11689
11242
11309
11388
11141
11532
11920
11607
11119
11184
11345
11104
11246
11929
11025
11718
11747
11166
12046
11736
11141
12038
11032
12022
12022
11494
11545
11894
11680
11879
10989
11647
11909
11240
11950
11239
11955
11714
11867
11164
11930
11796
11656
11343
11044
11275
11923
11150
11321
11999
10951
12052
11299
11484
11568
11424
11833
11878
11810
11740
11036
11403
11810
11349
11029
11914
11329
11232
11599
11087
11893
11728
12021
10925
11807
11975
11840
11320
11220
11818
12048
11517
11072
11270
11977
11615
12058
11222
12066
11245
11370
11789
11059
11826
11517
11277
11518
11033
11756
11574
11148
11231
11667
11630
11609
11050
11245
11056
11560
11427
11409
11990
11104
11368
11622
11784
10954
11999
11157
11680
12002
11036
11647
11765
11276
11480
11870
11645
11698
11864
11898
11382
11472
11890
12042
11795
11209
11480
11938
11081
12016
11588
11813
11967
11675
11224
11569
11855
11412
11350
11938
11924
11501
11433
11022
10940
11623
11038
11782
11525
11855
11783
11823
11802
11624
10939
12043
11904
12018
11713
11956
11015
11531
12065
11029
11209
11510
12012
11547
11361
11471
12005
11366
11412
11584
11450
11116
11419
11376
11303
11748
11470
11692
11831
11862
11544
11579
11021
10968
11224
12066
11547
11305
11374
11160
11773
11771
11075
11555
11290
11708
11324
11719
11607
11984
11046
11960
11322
11198
11583
11311
11417
11106
11992
11598
11412
11118
12022
11986
12013
11134
11983
11733
12073
11134
11532
11937
11294
11276
12069
11149
11507
11403
12056
11410
11115
11530
12011
11355
11780
11937
11968
11192
11929
11480
11780
11382
11750
11510
11179
12031
12066
11988
11498
11721
12050
11663
11248
11862
11990
11806
11727
11592
11652
11678
11352
11142
11936
11567
11745
11991
10992
11713
11389
11218
11203
11281
11322
11480
12073
11172
11457
11172
11284
11589
11510
11155
11690
11359
11983
10957
11917
12007
11802
11724
12017
11600
11828
11923
11646
11862
11650
11370
11743
11176
11627
11254
11434
11224
11307
11865
11804
11096
11578
11847
11260
11465
11330
11568
11059
11614
11149
11960
11464
11376
11987
11007
11953
11622
11689
11307
11195
10992
11450
10956
11535
11935
11784
11787
11034
11270
11166
11991
11803
11239
11768
12060
11277
11971
11640
11653
11024
11690
11044
11476
11783
11885
11142
10986
11201
11807
11466
11367
11900
11305
11878
11750
11066
11419
10993
11434
11036
11504
11532
12000
11617
11630
11704
11615
11713
10970
11651
11869
11442
10995
11343
11743
11946
11610
11592
12012
11811
11848
11379
11487
12021
11832
11923
11134
11640
11740
11067
11148
11949
11459
11404
11262
11166
11579
11269
11623
10999
11426
11556
11937
11396
11089
11883
11156
11881
11247
11636
11526
11503
11207
11467
11840
11147
11616
11147
11217
11585
11412
11275
11263
11214
11480
11763
11705
11003
11708
11337
11705
11730
11411
11420
11861
11179
12046
12014
11832
11832
11705
11762
11938
11372
11922
10953
11172
11071
11692
11517
11510
11787
11087
11180
11288
11487
11291
11456
11419
11697
11067
11088
11963
11915
11037
11783
11301
11819
11972
11299
11805
11785
11370
11255
11156
11195
11149
11111
11766
11949
11375
11840
11853
11552
11592
11675
11901
11817
11052
11869
11043
10975
11915
11391
11442
11444
11367
11363
11796
10984
11803
12009
11997
11112
11946
11457
11038
11737
11306
11891
11661
11199
11974
11472
11557
11284
11510
11753
11678
11414
11054
11149
11327
11455
11695
11879
11675
11182
11129
11585
11915
11646
11037
11645
11346
11875
11496
11996
12013
11555
11637
11629
11314
10983
11238
11302
11361
11930
11967
11187
10967
12029
11908
11645
11351
10999
11848
11759
11399
11624
11563
11400
11630
11555
11303
11494
11701
11265
11015
11631
11232
11263
11191
11480
12068
12017
12016
11095
12058
11699
11137
11758
10929
11847
11406
11644
11759
12033
12005
11982
11008
11288
11294
11061
11641
12044
11704
11999
11369
11382
11281
11833
11799
11690
11195
10974
11165
11599
11877
11760
11540
11051
10933
11302
11661
11716
11945
11577
11214
11771
11607
11139
11734
11119
11577
11569
11676
12039
11844
11675
11480
11389
11512
11148
11848
11355
11029
11315
11989
11278
11247
11669
11706
11900
11277
11302
11757
11080
11580
11660
12038
11486
10970
11301
12039
11004
11066
11144
11331
11832
11902
11322
11601
11665
11758
11277
11749
11127
10961
11514
11018
11555
11923
11536
11922
11063
11837
11383
10959
11399
11345
11945
11953
11441
11831
11968
11269
11406
11821
11499
11683
12073
10940
11864
11856
11390
11502
11699
11855
11570
10985
10976
11357
11619
11622
12020
11112
11085
11622
11788
11404
11347
11472
11010
11997
12046
11900
11253
11915
11833
11322
11632
11408
11217
11517
11952
11603
11542
11317
11463
11729
11387
11609
11495
11953
10976
11766
11007
11123
11584
11698
11118
11420
11645
11961
11910
11741
11407
10954
11270
11158
11728
11095
11997
11279
11129
11052
11667
11838
11421
11107
11188
11252
11855
11620
11539
11727
11247
11596
11944
11054
12021
11480
12036
12050
11684
11668
11449
11963
12020
11195
11689
11408
11367
11969
11358
11209
11040
11332
11215
11503
11337
11698
11533
10954
11650
12051
11549
11834
11681
12060
11682
11519
11945
11839
11104
11145
11225
11210
11524
10976
11647
11547
11598
11933
10925
11987
11765
11547
12009
11283
11664
11590
11273
11540
11858
11970
11305
11107
11341
11321
11359
11329
11914
10958
11828
11885
10940
11660
11801
11358
11607
11518
11443
11576
11518
11022
11464
11585
11375
11209
11292
11442
11684
11407
11472
11007
11981
11935
11009
11475
11323
11585
11164
11149
11179
11586
11412
12022
11270
11856
11323
11607
11863
10999
11534
11170
11342
11834
11120
11016
11058
11277
11995
11327
11183
11880
11705
11487
11645
12041
11400
11998
10951
11235
11510
11801
12072
12052
11403
11135
11790
11997
11150
10994
11216
11705
11059
12028
11554
11427
11219
10986
11097
11756
11222
10990
11855
11444
11059
11419
12055
11841
11706
11104
11480
11455
11870
11238
11430
11029
11503
11374
11368
11375
11882
11427
11420
11715
11776
11652
10961
11140
11442
11315
11322
11156
11192
11319
11796
11694
11653
10955
11074
11378
11818
11727
11254
12050
11742
11270
11878
11009
11793
11952
11852
10982
11983
11131
11117
11209
11968
11632
12067
11138
11739
11450
10949
11267
11104
11690
10999
11224
11271
11382
11634
11735
11893
11352
10939
11414
11970
11607
11204
11406
11471
10949
11870
11344
11945
11523
11699
11141
11092
11228
11539
11540
11789
11027
11706
11426
11119
11196
11610
11601
11157
11853
11562
11486
12013
11259
11042
11743
11758
11449
12065
11213
11106
11636
11200
11128
11629
11194
12013
11512
11033
11165
11753
11338
10991
11444
11703
11354
12073
11224
11403
11532
11232
11163
11840
11352
10964
11984
11352
11805
11255
11560
11604
11284
11865
11704
11666
11712
11256
11959
11275
10931
11449
12014
11355
11327
11436
10969
11826
11644
11755
11983
11428
10938
11568
11308
11496
11615
11694
11196
11563
10977
12058
10954
11929
11876
11127
11720
11943
12046
12049
11576
11991
11561
11217
11481
11180
11983
11611
11068
11500
11701
11405
10995
11596
11003
11037
11422
11087
11291
11806
10961
11438
11689
11292
11430
11371
11571
11150
10935
11172
11969
11854
11430
11819
11915
11316
10931
11803
11726
11667
11849
11322
11469
11405
11825
11736
11395
11915
11079
11834
11763
11390
11390
11797
11916
10942
11251
11842
11717
11765
11087
11441
11239
11727
10984
11650
11544
11628
11202
11171
11260
11269
11847
12064
12043
11645
11202
11675
11847
11091
11417
11225
11404
11590
11673
11547
11257
10985
12004
11420
11759
10931
12049
11665
11208
10933
11559
11876
11668
11374
10930
12021
11357
11656
11441
11404
11584
11680
11994
11825
11059
11185
11691
11905
11084
11276
11312
12027
11443
11718
12055
11277
11642
11539
11675
11027
11631
11494
12043
11732
12051
11815
11414
11955
11923
11697
11358
11348
11718
11870
11427
11950
11825
10966
11037
11319
11337
11811
11134
11119
11412
11562
11382
11452
11661
11623
11689
11915
11497
11301
11446
11449
11992
12066
11398
11660
11793
11127
11028
11895
11991
11398
11741
11352
11588
11646
11840
11528
11552
11180
10965
12008
10931
11179
10946
11510
11172
11818
11627
11893
11113
11044
11136
11585
11441
11759
11825
11849
11427
11815
